champ_name,counter_name,championId,counterId,champ_kda,counter_kda,champ_lane kill rate,counter_lane kill rate,champ_kill participation,counter_kill participation,champ_win ratio,counter_win ratio,champ_position win rate,counter_position win rate,champ_position pick rate,counter_position pick rate,champ_ban rate,counter_ban rate
Shen,Sett,98,875,2.96,2.08,0.4837,0.5163,0.508,0.447,0.5268,0.4732,0.4798,0.4539,0.0091,0.0402,0.1132,0.104
Leona,Yuumi,89,350,2.78,3.68,0.5428,0.4572,0.406,0.438,0.5626,0.4374,0.5252,0.4703,0.1396,0.0658,0.3998,0.0199
Poppy,Bard,78,432,2.31,3.01,0.5347,0.4653,0.428,0.467,0.4353,0.5647,0.4897,0.5076,0.0078,0.031,0.0385,0.0016
Nautilus,Zac,111,154,2.37,2.94,0.4546,0.5454,0.418,0.497,0.4892,0.5108,0.5034,0.5024,0.1122,0.0087,0.0565,0.0074
Senna,Seraphine,235,147,2.87,2.61,0.4702,0.5298,0.497,0.431,0.5355,0.4645,0.5275,0.4769,0.1282,0.0209,0.2869,0.0064
Nautilus,Karma,111,43,2.52,2.48,0.5807,0.4193,0.415,0.433,0.5529,0.4471,0.5034,0.4778,0.1122,0.0668,0.0565,0.007
Yuumi,Veigar,350,45,3.97,2.26,0.6162,0.3838,0.447,0.432,0.4751,0.5249,0.4703,0.5082,0.0658,0.006,0.0199,0.0007
Janna,Rakan,40,497,2.93,2.86,0.4383,0.5617,0.398,0.403,0.5114,0.4886,0.5141,0.5,0.0272,0.028,0.0017,0.0017
Lux,Soraka,99,16,2.44,2.61,0.5604,0.4396,0.431,0.277,0.4908,0.5092,0.4834,0.4954,0.041,0.0255,0.0037,0.0011
Gragas,Thresh,79,412,2.33,2.65,0.4892,0.5108,0.413,0.427,0.4969,0.5031,0.5053,0.5061,0.0145,0.2263,0.0033,0.2708
Janna,Karma,40,43,2.84,2.69,0.4405,0.5595,0.382,0.41,0.5,0.5,0.5141,0.4778,0.0272,0.0668,0.0017,0.007
Sona,Braum,37,201,2.89,3.51,0.3861,0.6139,0.507,0.405,0.5133,0.4867,0.4996,0.4892,0.0077,0.0151,0.0003,0.0007
Nautilus,Soraka,111,16,2.48,2.73,0.602,0.398,0.398,0.322,0.5008,0.4992,0.5034,0.4954,0.1122,0.0255,0.0565,0.0011
Anivia,Swain,34,50,2.2,2.23,0.5392,0.4608,0.46,0.471,0.4578,0.5422,0.5007,0.4792,0.0066,0.0193,0.0462,0.0096
Zac,Senna,154,235,2.84,2.78,0.6292,0.3708,0.476,0.528,0.4792,0.5208,0.5024,0.5275,0.0087,0.1282,0.0074,0.2869
Zac,Poppy,154,78,2.59,2.67,0.4182,0.5818,0.499,0.438,0.4179,0.5821,0.5024,0.4897,0.0087,0.0078,0.0074,0.0385
Lux,Lulu,99,117,2.44,2.95,0.4917,0.5083,0.441,0.366,0.4922,0.5078,0.4834,0.5068,0.041,0.1701,0.0037,0.1765
Morgana,Senna,25,235,2.53,2.83,0.5309,0.4691,0.446,0.506,0.4723,0.5277,0.493,0.5275,0.0487,0.1282,0.4907,0.2869
Thresh,Janna,412,40,2.65,2.79,0.5624,0.4376,0.402,0.408,0.5045,0.4955,0.5061,0.5141,0.2263,0.0272,0.2708,0.0017
Rell,Bard,526,432,2.13,2.96,0.5633,0.4367,0.376,0.479,0.4848,0.5152,0.4836,0.5076,0.0364,0.031,0.0666,0.0016
Alistar,Gragas,12,79,2.59,2.58,0.4582,0.5418,0.41,0.423,0.5124,0.4876,0.5015,0.5053,0.1226,0.0145,0.0699,0.0033
Zyra,Neeko,143,518,2.02,1.89,0.4698,0.5302,0.439,0.387,0.5613,0.4387,0.5229,0.483,0.0265,0.0063,0.0031,0.0021
Shaco,Gragas,35,79,2.67,2.21,0.4643,0.5357,0.454,0.403,0.5897,0.4103,0.5025,0.5053,0.0249,0.0145,0.2796,0.0033
Karma,Leona,43,89,2.48,2.53,0.4538,0.5462,0.429,0.388,0.4423,0.5577,0.4778,0.5252,0.0668,0.1396,0.007,0.3998
Karma,Lux,43,99,2.49,2.48,0.4718,0.5282,0.402,0.442,0.4795,0.5205,0.4778,0.4834,0.0668,0.041,0.007,0.0037
Thresh,Senna,412,235,2.65,2.83,0.5408,0.4592,0.431,0.524,0.4799,0.5201,0.5061,0.5275,0.2263,0.1282,0.2708,0.2869
Nautilus,Lux,111,99,2.34,2.43,0.5673,0.4327,0.408,0.473,0.5202,0.4798,0.5034,0.4834,0.1122,0.041,0.0565,0.0037
Soraka,Lulu,16,117,2.74,3.21,0.4415,0.5585,0.277,0.364,0.5011,0.4989,0.4954,0.5068,0.0255,0.1701,0.0011,0.1765
Blitzcrank,Soraka,53,16,2.67,2.52,0.6272,0.3728,0.39,0.302,0.5318,0.4682,0.5082,0.4954,0.1009,0.0255,0.1231,0.0011
Sett,Soraka,875,16,2.05,2.96,0.5774,0.4226,0.396,0.33,0.4623,0.5377,0.4539,0.4954,0.0402,0.0255,0.104,0.0011
Thresh,Zyra,412,143,2.4,2.15,0.4929,0.5071,0.405,0.449,0.4778,0.5222,0.5061,0.5229,0.2263,0.0265,0.2708,0.0031
Nami,Bard,267,432,3.15,2.71,0.5844,0.4156,0.413,0.461,0.5317,0.4683,0.4874,0.5076,0.0147,0.031,0.001,0.0016
Senna,Vel'Koz,235,161,2.69,2.34,0.412,0.588,0.487,0.445,0.5097,0.4903,0.5275,0.4896,0.1282,0.0151,0.2869,0.0012
Taric,Swain,44,50,2.63,2.36,0.5245,0.4755,0.41,0.506,0.4691,0.5309,0.4856,0.4792,0.0077,0.0193,0.0006,0.0096
Sett,Swain,875,50,2.0,2.55,0.5263,0.4737,0.428,0.515,0.4464,0.5536,0.4539,0.4792,0.0402,0.0193,0.104,0.0096
Shen,Swain,98,50,2.76,2.35,0.4539,0.5461,0.474,0.505,0.5242,0.4758,0.4798,0.4792,0.0091,0.0193,0.1132,0.0096
Maokai,Leona,57,89,2.25,2.53,0.4405,0.5595,0.432,0.417,0.4965,0.5035,0.5238,0.5252,0.0516,0.1396,0.0109,0.3998
Blitzcrank,Anivia,53,34,2.39,2.05,0.5371,0.4629,0.4,0.428,0.5177,0.4823,0.5082,0.5007,0.1009,0.0066,0.1231,0.0462
Pyke,Nautilus,555,111,2.21,2.23,0.5159,0.4841,0.473,0.42,0.4677,0.5323,0.4923,0.5034,0.0666,0.1122,0.0406,0.0565
Karma,Sona,43,37,2.84,2.82,0.5523,0.4477,0.404,0.429,0.4926,0.5074,0.4778,0.4996,0.0668,0.0077,0.007,0.0003
Pantheon,Zyra,80,143,1.87,2.22,0.5493,0.4507,0.433,0.447,0.4529,0.5471,0.475,0.5229,0.0303,0.0265,0.1074,0.0031
Vel'Koz,Zilean,161,26,2.13,2.91,0.5711,0.4289,0.407,0.407,0.5022,0.4978,0.4896,0.5211,0.0151,0.0313,0.0012,0.0063
Gragas,Maokai,79,57,2.26,2.43,0.512,0.488,0.421,0.439,0.452,0.548,0.5053,0.5238,0.0145,0.0516,0.0033,0.0109
Thresh,Taric,412,44,2.73,2.72,0.4975,0.5025,0.397,0.357,0.5014,0.4986,0.5061,0.4856,0.2263,0.0077,0.2708,0.0006
Alistar,Thresh,12,412,2.56,2.71,0.4813,0.5187,0.406,0.433,0.5141,0.4859,0.5015,0.5061,0.1226,0.2263,0.0699,0.2708
Rell,Gragas,526,79,2.25,2.58,0.4271,0.5729,0.384,0.441,0.4837,0.5163,0.4836,0.5053,0.0364,0.0145,0.0666,0.0033
Lux,Karma,99,43,2.48,2.49,0.5282,0.4718,0.442,0.402,0.5205,0.4795,0.4834,0.4778,0.041,0.0668,0.0037,0.007
Sona,Rakan,37,497,2.74,3.04,0.3854,0.6146,0.47,0.42,0.4924,0.5076,0.4996,0.5,0.0077,0.028,0.0003,0.0017
Soraka,Senna,16,235,2.95,2.89,0.5201,0.4799,0.302,0.484,0.4991,0.5009,0.4954,0.5275,0.0255,0.1282,0.0011,0.2869
Shaco,Nautilus,35,111,2.73,2.29,0.4476,0.5524,0.472,0.404,0.5206,0.4794,0.5025,0.5034,0.0249,0.1122,0.2796,0.0565
Taric,Xerath,44,101,2.66,2.65,0.4621,0.5379,0.338,0.448,0.4744,0.5256,0.4856,0.4949,0.0077,0.0765,0.0006,0.0488
Rell,Sona,526,37,2.21,2.94,0.5549,0.4451,0.41,0.511,0.467,0.533,0.4836,0.4996,0.0364,0.0077,0.0666,0.0003
Karma,Sett,43,875,2.84,1.96,0.4868,0.5132,0.451,0.403,0.5229,0.4771,0.4778,0.4539,0.0668,0.0402,0.007,0.104
Bard,Leona,432,89,2.77,2.42,0.4028,0.5972,0.47,0.385,0.4875,0.5125,0.5076,0.5252,0.031,0.1396,0.0016,0.3998
Swain,Maokai,50,57,2.32,2.24,0.5352,0.4648,0.499,0.42,0.4709,0.5291,0.4792,0.5238,0.0193,0.0516,0.0096,0.0109
Lulu,Rakan,117,497,3.24,2.78,0.5223,0.4777,0.389,0.374,0.5349,0.4651,0.5068,0.5,0.1701,0.028,0.1765,0.0017
Neeko,Yuumi,518,350,2.04,4.33,0.4536,0.5464,0.408,0.473,0.4702,0.5298,0.483,0.4703,0.0063,0.0658,0.0021,0.0199
Bard,Taric,432,44,3.31,2.53,0.4771,0.5229,0.494,0.379,0.5146,0.4854,0.5076,0.4856,0.031,0.0077,0.0016,0.0006
Poppy,Yuumi,78,350,2.56,3.83,0.4676,0.5324,0.455,0.469,0.5206,0.4794,0.4897,0.4703,0.0078,0.0658,0.0385,0.0199
Maokai,Rakan,57,497,2.4,2.79,0.4941,0.5059,0.426,0.403,0.5086,0.4914,0.5238,0.5,0.0516,0.028,0.0109,0.0017
Anivia,Nautilus,34,111,2.28,2.34,0.472,0.528,0.458,0.404,0.4714,0.5286,0.5007,0.5034,0.0066,0.1122,0.0462,0.0565
Shen,Morgana,98,25,2.6,2.6,0.4578,0.5422,0.426,0.454,0.5149,0.4851,0.4798,0.493,0.0091,0.0487,0.1132,0.4907
Xerath,Nautilus,101,111,2.39,2.37,0.4273,0.5727,0.468,0.406,0.4844,0.5156,0.4949,0.5034,0.0765,0.1122,0.0488,0.0565
Poppy,Alistar,78,12,2.51,2.57,0.5254,0.4746,0.462,0.418,0.4828,0.5172,0.4897,0.5015,0.0078,0.1226,0.0385,0.0699
Pantheon,Blitzcrank,80,53,1.94,2.55,0.4489,0.5511,0.465,0.433,0.4786,0.5214,0.475,0.5082,0.0303,0.1009,0.1074,0.1231
Leona,Swain,89,50,2.44,2.38,0.5329,0.4671,0.418,0.505,0.492,0.508,0.5252,0.4792,0.1396,0.0193,0.3998,0.0096
Seraphine,Pantheon,147,80,2.5,2.13,0.406,0.594,0.439,0.459,0.4851,0.5149,0.4769,0.475,0.0209,0.0303,0.0064,0.1074
Rell,Taric,526,44,2.42,2.77,0.4854,0.5146,0.423,0.404,0.4938,0.5063,0.4836,0.4856,0.0364,0.0077,0.0666,0.0006
Rakan,Nami,497,267,2.67,3.29,0.472,0.528,0.347,0.426,0.4516,0.5484,0.5,0.4874,0.028,0.0147,0.0017,0.001
Xerath,Neeko,101,518,2.67,1.55,0.5934,0.4066,0.461,0.352,0.5753,0.4247,0.4949,0.483,0.0765,0.0063,0.0488,0.0021
Bard,Zac,432,154,3.02,2.64,0.4426,0.5574,0.489,0.44,0.5234,0.4766,0.5076,0.5024,0.031,0.0087,0.0016,0.0074
Brand,Lulu,63,117,1.87,3.05,0.4785,0.5215,0.421,0.369,0.5139,0.4861,0.4843,0.5068,0.0165,0.1701,0.0016,0.1765
Blitzcrank,Zyra,53,143,2.37,2.03,0.5796,0.4204,0.389,0.438,0.4982,0.5018,0.5082,0.5229,0.1009,0.0265,0.1231,0.0031
Xerath,Thresh,101,412,2.46,2.43,0.5028,0.4972,0.462,0.403,0.5077,0.4923,0.4949,0.5061,0.0765,0.2263,0.0488,0.2708
Galio,Sona,3,37,2.51,2.97,0.5168,0.4832,0.452,0.516,0.4588,0.5412,0.4798,0.4996,0.0372,0.0077,0.0388,0.0003
Bard,Sett,432,875,3.08,1.87,0.4493,0.5507,0.474,0.403,0.5522,0.4478,0.5076,0.4539,0.031,0.0402,0.0016,0.104
Nautilus,Maokai,111,57,2.42,2.27,0.5689,0.4311,0.435,0.44,0.4924,0.5076,0.5034,0.5238,0.1122,0.0516,0.0565,0.0109
Anivia,Galio,34,3,2.26,2.46,0.5153,0.4847,0.435,0.452,0.5028,0.4972,0.5007,0.4798,0.0066,0.0372,0.0462,0.0388
Pantheon,Alistar,80,12,1.97,2.91,0.4807,0.5193,0.474,0.45,0.4331,0.5669,0.475,0.5015,0.0303,0.1226,0.1074,0.0699
Morgana,Taric,25,44,2.68,2.72,0.5234,0.4766,0.449,0.354,0.4813,0.5187,0.493,0.4856,0.0487,0.0077,0.4907,0.0006
Soraka,Swain,16,50,2.75,2.31,0.424,0.576,0.323,0.467,0.537,0.463,0.4954,0.4792,0.0255,0.0193,0.0011,0.0096
Maokai,Braum,57,201,2.32,2.77,0.4327,0.5673,0.423,0.402,0.5203,0.4797,0.5238,0.4892,0.0516,0.0151,0.0109,0.0007
Pyke,Vel'Koz,555,161,2.2,1.88,0.6062,0.3938,0.444,0.426,0.5382,0.4618,0.4923,0.4896,0.0666,0.0151,0.0406,0.0012
Galio,Zilean,3,26,2.27,3.34,0.5038,0.4962,0.41,0.436,0.4725,0.5275,0.4798,0.5211,0.0372,0.0313,0.0388,0.0063
Veigar,Soraka,45,16,2.24,2.74,0.5102,0.4898,0.412,0.323,0.5043,0.4957,0.5082,0.4954,0.006,0.0255,0.0007,0.0011
Morgana,Nami,25,267,2.56,2.86,0.52,0.48,0.429,0.426,0.5337,0.4663,0.493,0.4874,0.0487,0.0147,0.4907,0.001
Seraphine,Swain,147,50,2.46,2.26,0.4599,0.5401,0.44,0.475,0.4846,0.5154,0.4769,0.4792,0.0209,0.0193,0.0064,0.0096
Blitzcrank,Maokai,53,57,2.55,2.17,0.5861,0.4139,0.427,0.418,0.4894,0.5106,0.5082,0.5238,0.1009,0.0516,0.1231,0.0109
Seraphine,Zyra,147,143,2.35,2.17,0.4935,0.5065,0.415,0.412,0.4145,0.5855,0.4769,0.5229,0.0209,0.0265,0.0064,0.0031
Galio,Seraphine,3,147,2.42,2.7,0.472,0.528,0.434,0.456,0.4992,0.5008,0.4798,0.4769,0.0372,0.0209,0.0388,0.0064
Gragas,Senna,79,235,2.32,2.87,0.5426,0.4574,0.417,0.518,0.4586,0.5414,0.5053,0.5275,0.0145,0.1282,0.0033,0.2869
Pantheon,Nami,80,267,1.98,3.04,0.5485,0.4515,0.439,0.443,0.5072,0.4928,0.475,0.4874,0.0303,0.0147,0.1074,0.001
Zac,Braum,154,201,3.36,2.41,0.6812,0.3188,0.503,0.318,0.5765,0.4235,0.5024,0.4892,0.0087,0.0151,0.0074,0.0007
Leona,Veigar,89,45,2.28,2.37,0.5288,0.4712,0.382,0.463,0.4821,0.5179,0.5252,0.5082,0.1396,0.006,0.3998,0.0007
Xerath,Sona,101,37,2.63,2.57,0.6249,0.3751,0.442,0.426,0.5155,0.4845,0.4949,0.4996,0.0765,0.0077,0.0488,0.0003
Morgana,Pantheon,25,80,2.49,1.95,0.4707,0.5293,0.454,0.443,0.5029,0.4971,0.493,0.475,0.0487,0.0303,0.4907,0.1074
Rakan,Zyra,497,143,2.57,2.26,0.4809,0.5191,0.387,0.443,0.4516,0.5484,0.5,0.5229,0.028,0.0265,0.0017,0.0031
Yuumi,Senna,350,235,4.35,2.9,0.6145,0.3855,0.467,0.509,0.4617,0.5383,0.4703,0.5275,0.0658,0.1282,0.0199,0.2869
Rakan,Thresh,497,412,2.88,2.69,0.4888,0.5112,0.394,0.421,0.514,0.486,0.5,0.5061,0.028,0.2263,0.0017,0.2708
Nami,Pantheon,267,80,3.04,1.98,0.4515,0.5485,0.443,0.439,0.4928,0.5072,0.4874,0.475,0.0147,0.0303,0.001,0.1074
Zac,Shaco,154,35,2.5,2.84,0.4904,0.5096,0.447,0.481,0.4737,0.5263,0.5024,0.5025,0.0087,0.0249,0.0074,0.2796
Yuumi,Maokai,350,57,4.03,2.36,0.5749,0.4251,0.469,0.415,0.4707,0.5293,0.4703,0.5238,0.0658,0.0516,0.0199,0.0109
Yuumi,Brand,350,63,4.58,1.78,0.6352,0.3648,0.466,0.432,0.5234,0.4766,0.4703,0.4843,0.0658,0.0165,0.0199,0.0016
Yuumi,Shaco,350,35,4.32,2.77,0.6158,0.3842,0.451,0.452,0.4928,0.5072,0.4703,0.5025,0.0658,0.0249,0.0199,0.2796
Xerath,Vel'Koz,101,161,2.43,1.83,0.5507,0.4493,0.429,0.388,0.5384,0.4616,0.4949,0.4896,0.0765,0.0151,0.0488,0.0012
Nautilus,Swain,111,50,2.3,2.47,0.5297,0.4703,0.428,0.52,0.4788,0.5212,0.5034,0.4792,0.1122,0.0193,0.0565,0.0096
Zac,Seraphine,154,147,3.0,2.32,0.5896,0.4104,0.463,0.431,0.5577,0.4423,0.5024,0.4769,0.0087,0.0209,0.0074,0.0064
Swain,Soraka,50,16,2.31,2.75,0.576,0.424,0.467,0.323,0.463,0.537,0.4792,0.4954,0.0193,0.0255,0.0096,0.0011
Soraka,Pantheon,16,80,2.8,1.97,0.4556,0.5444,0.319,0.437,0.5204,0.4796,0.4954,0.475,0.0255,0.0303,0.0011,0.1074
Poppy,Leona,78,89,2.3,2.65,0.4521,0.5479,0.456,0.434,0.4597,0.5403,0.4897,0.5252,0.0078,0.1396,0.0385,0.3998
Taric,Blitzcrank,44,53,2.7,2.49,0.4701,0.5299,0.378,0.39,0.5462,0.4538,0.4856,0.5082,0.0077,0.1009,0.0006,0.1231
Nami,Veigar,267,45,2.91,2.32,0.4794,0.5206,0.472,0.431,0.4344,0.5656,0.4874,0.5082,0.0147,0.006,0.001,0.0007
Nami,Swain,267,50,3.03,2.28,0.4824,0.5176,0.468,0.485,0.528,0.472,0.4874,0.4792,0.0147,0.0193,0.001,0.0096
Senna,Janna,235,40,2.91,2.92,0.5268,0.4732,0.493,0.422,0.5233,0.4767,0.5275,0.5141,0.1282,0.0272,0.2869,0.0017
Soraka,Sett,16,875,2.96,2.05,0.4226,0.5774,0.33,0.396,0.5377,0.4623,0.4954,0.4539,0.0255,0.0402,0.0011,0.104
Braum,Bard,201,432,2.85,2.79,0.5413,0.4587,0.38,0.473,0.5285,0.4715,0.4892,0.5076,0.0151,0.031,0.0007,0.0016
Anivia,Veigar,34,45,1.99,2.22,0.5178,0.4822,0.417,0.459,0.4737,0.5263,0.5007,0.5082,0.0066,0.006,0.0462,0.0007
Poppy,Zyra,78,143,2.21,2.19,0.5129,0.4871,0.401,0.436,0.4602,0.5398,0.4897,0.5229,0.0078,0.0265,0.0385,0.0031
Gragas,Zyra,79,143,1.95,2.35,0.4943,0.5057,0.364,0.447,0.4414,0.5586,0.5053,0.5229,0.0145,0.0265,0.0033,0.0031
Brand,Taric,63,44,2.09,2.72,0.5,0.5,0.447,0.396,0.5115,0.4885,0.4843,0.4856,0.0165,0.0077,0.0016,0.0006
Brand,Blitzcrank,63,53,1.8,2.38,0.4191,0.5809,0.446,0.411,0.5074,0.4926,0.4843,0.5082,0.0165,0.1009,0.0016,0.1231
Lux,Taric,99,44,2.48,2.77,0.4868,0.5132,0.477,0.383,0.4786,0.5214,0.4834,0.4856,0.041,0.0077,0.0037,0.0006
Nami,Brand,267,63,2.82,1.94,0.5343,0.4657,0.419,0.437,0.4458,0.5542,0.4874,0.4843,0.0147,0.0165,0.001,0.0016
Nami,Lulu,267,117,3.04,3.02,0.4803,0.5197,0.402,0.371,0.5027,0.4973,0.4874,0.5068,0.0147,0.1701,0.001,0.1765
Morgana,Sona,25,37,2.47,2.8,0.5697,0.4303,0.441,0.472,0.4475,0.5525,0.493,0.4996,0.0487,0.0077,0.4907,0.0003
Braum,Sona,201,37,3.51,2.89,0.6139,0.3861,0.405,0.507,0.4867,0.5133,0.4892,0.4996,0.0151,0.0077,0.0007,0.0003
Shen,Bard,98,432,2.94,2.79,0.5833,0.4167,0.451,0.483,0.5203,0.4797,0.4798,0.5076,0.0091,0.031,0.1132,0.0016
Rakan,Pantheon,497,80,3.02,1.99,0.4936,0.5064,0.419,0.454,0.5103,0.4897,0.5,0.475,0.028,0.0303,0.0017,0.1074
Swain,Galio,50,3,2.48,2.42,0.5193,0.4807,0.506,0.467,0.5308,0.4692,0.4792,0.4798,0.0193,0.0372,0.0096,0.0388
Morgana,Lux,25,99,2.29,2.39,0.4986,0.5014,0.41,0.446,0.4984,0.5016,0.493,0.4834,0.0487,0.041,0.4907,0.0037
Soraka,Nami,16,267,2.64,3.25,0.4494,0.5506,0.29,0.414,0.4759,0.5241,0.4954,0.4874,0.0255,0.0147,0.0011,0.001
Nami,Soraka,267,16,3.25,2.64,0.5506,0.4494,0.414,0.29,0.5241,0.4759,0.4874,0.4954,0.0147,0.0255,0.001,0.0011
Neeko,Leona,518,89,2.04,2.44,0.464,0.536,0.433,0.413,0.4853,0.5147,0.483,0.5252,0.0063,0.1396,0.0021,0.3998
Pyke,Gragas,555,79,2.43,2.09,0.5568,0.4432,0.468,0.407,0.531,0.469,0.4923,0.5053,0.0666,0.0145,0.0406,0.0033
Morgana,Janna,25,40,2.47,2.75,0.5404,0.4596,0.434,0.421,0.4898,0.5102,0.493,0.5141,0.0487,0.0272,0.4907,0.0017
Sett,Veigar,875,45,1.89,2.49,0.5422,0.4578,0.416,0.464,0.424,0.576,0.4539,0.5082,0.0402,0.006,0.104,0.0007
Nami,Janna,267,40,2.99,2.85,0.5683,0.4317,0.417,0.386,0.503,0.497,0.4874,0.5141,0.0147,0.0272,0.001,0.0017
Sona,Alistar,37,12,2.62,2.76,0.408,0.592,0.47,0.409,0.4761,0.5239,0.4996,0.5015,0.0077,0.1226,0.0003,0.0699
Pantheon,Shen,80,98,2.04,2.97,0.4809,0.5191,0.477,0.519,0.4701,0.5299,0.475,0.4798,0.0303,0.0091,0.1074,0.1132
Lulu,Zac,117,154,3.01,2.65,0.4391,0.5609,0.413,0.454,0.5211,0.4789,0.5068,0.5024,0.1701,0.0087,0.1765,0.0074
Poppy,Janna,78,40,2.43,2.88,0.5683,0.4317,0.431,0.484,0.4773,0.5227,0.4897,0.5141,0.0078,0.0272,0.0385,0.0017
Senna,Lux,235,99,2.67,2.57,0.4475,0.5525,0.483,0.465,0.5106,0.4894,0.5275,0.4834,0.1282,0.041,0.2869,0.0037
Zac,Leona,154,89,2.88,2.47,0.5031,0.4969,0.492,0.422,0.5166,0.4834,0.5024,0.5252,0.0087,0.1396,0.0074,0.3998
Karma,Anivia,43,34,2.62,2.08,0.4819,0.5181,0.428,0.419,0.4869,0.5131,0.4778,0.5007,0.0668,0.0066,0.007,0.0462
Karma,Nami,43,267,2.55,3.13,0.5067,0.4933,0.393,0.404,0.466,0.534,0.4778,0.4874,0.0668,0.0147,0.007,0.001
Taric,Morgana,44,25,2.72,2.68,0.4766,0.5234,0.354,0.449,0.5187,0.4813,0.4856,0.493,0.0077,0.0487,0.0006,0.4907
Bard,Swain,432,50,2.68,2.27,0.444,0.556,0.469,0.472,0.4978,0.5022,0.5076,0.4792,0.031,0.0193,0.0016,0.0096
Pyke,Janna,555,40,2.2,2.58,0.5894,0.4106,0.442,0.441,0.4895,0.5105,0.4923,0.5141,0.0666,0.0272,0.0406,0.0017
Shaco,Alistar,35,12,2.8,2.59,0.5127,0.4873,0.471,0.403,0.5012,0.4988,0.5025,0.5015,0.0249,0.1226,0.2796,0.0699
Alistar,Thresh,12,412,2.56,2.71,0.4813,0.5187,0.406,0.433,0.5141,0.4859,0.5015,0.5061,0.1226,0.2263,0.0699,0.2708
Thresh,Nautilus,412,111,2.66,2.3,0.4851,0.5149,0.449,0.42,0.497,0.503,0.5061,0.5034,0.2263,0.1122,0.2708,0.0565
Galio,Veigar,3,45,2.37,2.4,0.4975,0.5025,0.422,0.454,0.4748,0.5252,0.4798,0.5082,0.0372,0.006,0.0388,0.0007
Yuumi,Xerath,350,101,4.4,2.35,0.586,0.414,0.455,0.442,0.5132,0.4868,0.4703,0.4949,0.0658,0.0765,0.0199,0.0488
Bard,Veigar,432,45,2.86,2.03,0.5143,0.4857,0.464,0.432,0.5038,0.4962,0.5076,0.5082,0.031,0.006,0.0016,0.0007
Rakan,Sett,497,875,3.16,2.14,0.4671,0.5329,0.432,0.438,0.5691,0.4309,0.5,0.4539,0.028,0.0402,0.0017,0.104
Pyke,Brand,555,63,2.17,1.73,0.5669,0.4331,0.444,0.442,0.5047,0.4953,0.4923,0.4843,0.0666,0.0165,0.0406,0.0016
Pantheon,Pyke,80,555,1.82,2.27,0.4305,0.5695,0.441,0.466,0.5016,0.4984,0.475,0.4923,0.0303,0.0666,0.1074,0.0406
Rell,Blitzcrank,526,53,2.12,2.71,0.421,0.579,0.406,0.434,0.4785,0.5215,0.4836,0.5082,0.0364,0.1009,0.0666,0.1231
Xerath,Galio,101,3,2.63,2.32,0.5459,0.4541,0.472,0.427,0.5266,0.4734,0.4949,0.4798,0.0765,0.0372,0.0488,0.0388
Taric,Vel'Koz,44,161,2.58,2.48,0.406,0.594,0.284,0.45,0.5319,0.4681,0.4856,0.4896,0.0077,0.0151,0.0006,0.0012
Leona,Senna,89,235,2.59,2.71,0.6173,0.3827,0.414,0.524,0.5017,0.4983,0.5252,0.5275,0.1396,0.1282,0.3998,0.2869
Pyke,Lulu,555,117,2.25,2.72,0.5524,0.4476,0.455,0.407,0.4935,0.5065,0.4923,0.5068,0.0666,0.1701,0.0406,0.1765
Shaco,Leona,35,89,2.77,2.27,0.4807,0.5193,0.486,0.386,0.516,0.484,0.5025,0.5252,0.0249,0.1396,0.2796,0.3998
Blitzcrank,Xerath,53,101,2.4,2.3,0.5637,0.4363,0.392,0.452,0.5145,0.4855,0.5082,0.4949,0.1009,0.0765,0.1231,0.0488
Sett,Thresh,875,412,2.04,2.78,0.5274,0.4726,0.438,0.452,0.4652,0.5348,0.4539,0.5061,0.0402,0.2263,0.104,0.2708
Soraka,Alistar,16,12,2.75,2.64,0.4296,0.5704,0.32,0.376,0.4921,0.5079,0.4954,0.5015,0.0255,0.1226,0.0011,0.0699
Poppy,Sett,78,875,2.3,2.3,0.4679,0.5321,0.486,0.445,0.49,0.51,0.4897,0.4539,0.0078,0.0402,0.0385,0.104
Rakan,Taric,497,44,3.31,2.69,0.5639,0.4361,0.405,0.376,0.5556,0.4444,0.5,0.4856,0.028,0.0077,0.0017,0.0006
Braum,Brand,201,63,2.69,1.92,0.5065,0.4935,0.381,0.466,0.5088,0.4912,0.4892,0.4843,0.0151,0.0165,0.0007,0.0016
Bard,Xerath,432,101,2.56,2.42,0.3985,0.6015,0.442,0.441,0.4935,0.5065,0.5076,0.4949,0.031,0.0765,0.0016,0.0488
Morgana,Shaco,25,35,2.34,2.49,0.5277,0.4723,0.429,0.432,0.476,0.524,0.493,0.5025,0.0487,0.0249,0.4907,0.2796
Vel'Koz,Maokai,161,57,2.17,2.12,0.5446,0.4554,0.438,0.388,0.4423,0.5577,0.4896,0.5238,0.0151,0.0516,0.0012,0.0109
Braum,Lulu,201,117,2.8,3.15,0.4659,0.5341,0.366,0.401,0.4894,0.5106,0.4892,0.5068,0.0151,0.1701,0.0007,0.1765
Nami,Thresh,267,412,2.9,2.59,0.4806,0.5194,0.419,0.407,0.4893,0.5107,0.4874,0.5061,0.0147,0.2263,0.001,0.2708
Gragas,Brand,79,63,2.27,1.91,0.5196,0.4804,0.408,0.451,0.4671,0.5329,0.5053,0.4843,0.0145,0.0165,0.0033,0.0016
Swain,Sett,50,875,2.55,2.0,0.4737,0.5263,0.515,0.428,0.5536,0.4464,0.4792,0.4539,0.0193,0.0402,0.0096,0.104
